,code,expression,relation
1227682,A76,vírus Tanapox,ciap_to_text
1227705,A81,politraumatismo,ciap_to_text
1227764,N76,tumor indeterminado das meníngeas,ciap_to_text
1227767,N76,CID-10 D42.0,ciap_to_cid
1227768,N76,CID-10 D420,ciap_to_cid
1227775,T91,deficiência de cobre,ciap_to_text
1227778,T91,CID-10 E61.0,ciap_to_cid
1227779,T91,CID-10 E610,ciap_to_cid
1227824,-45,aconselhamento para a utilização de óculos ou lentes de contato,ciap_to_text
1227831,A87,encefalopatia anóxica após um tratamento médico,ciap_to_text
1227894,F73,abscesso do humor vítreo,ciap_to_text
1227939,D99,fístula tuberculosa gastro-cólica,ciap_to_text
1228036,T99,hiperplasia das células das ilhotas e das células alfa do pâncreas,ciap_to_text
1228143,F99,estenose das vias lacrimais ou do canal lacrimal,ciap_to_text
1228264,A89,colostomia,ciap_to_text
1228311,B84,hipossegmentação hereditária dos leucócitos,ciap_to_text
1228324,A94,ruptura prematura das membranas com consequências para o feto ou recém-nascido,ciap_to_text
1228327,A94,CID-10 P01.1,ciap_to_cid
1228328,A94,CID-10 P011,ciap_to_cid
1228443,A70,pneumorragia tuberculosa,ciap_to_text
1228464,Y99,fagedena do pênis,ciap_to_text
1228535,A98,exame especial de rastreamento para uma doença endócrina,ciap_to_text
1228568,S09,dedo do pé séptico,ciap_to_text
1228575,L82,anomalia congênita de um membro superior,ciap_to_text
1228610,-53,sondagem duodenal (incluindo a anestesia),ciap_to_text
1228617,S19,punção ou lesão puntiforme da testa,ciap_to_text
1228698,U88,glomerulonefrite crônica,ciap_to_text
1228725,W84,crescimento fetal insuficiente condicionando um apoio terapêutico junto à mãe,ciap_to_text
1228780,X71,uretrite com diplococos com abscesso das glândulas acessórias peri-uretrais,ciap_to_text
1228789,A70,tuberculose ganglionar bronquial,ciap_to_text
1228810,L74,fratura dos ossos trapézios ou dos trapezóides,ciap_to_text
1228819,W81,edema dos membros inferiores durante a gravidez,ciap_to_text
1228838,A80,hematoma traumático da bacia,ciap_to_text
1228895,A98,rastreamento de problemas psíquicos,ciap_to_text
1228928,A90,síndrome de Morgagni-Turner,ciap_to_text
1228965,K80,ritmo nodal,ciap_to_text
1228972,D99,sensibilidade gastro-intestinal,ciap_to_text
1229069,F73,iridociclite granulomatosa,ciap_to_text
1229114,A98,aconselhamento a respeito da atitude sexual,ciap_to_text
1229117,A98,CID-10 Z70.0,ciap_to_cid
1229118,A98,CID-10 Z700,ciap_to_cid
1229147,T85,tiretoxicose sobre bócio adenomatoso,ciap_to_text
1229154,B72,linfoma linfocitário difuso de células pequenas,ciap_to_text
1229169,N74,tumor maligno do lóbulo temporal,ciap_to_text
1229172,N74,CID-10 C71.2,ciap_to_cid
1229173,N74,CID-10 C712,ciap_to_cid
1229182,D83,hiposecreção de uma glândula salivar,ciap_to_text
1229225,W84,anomalia do sistema imunológico complicando a gravidez,ciap_to_text
1229280,-63,retorno de consulta,ciap_to_text
1229287,A77,febre hemorrágica por arbovírus,ciap_to_text
1229328,K84,sífilis coronariana,ciap_to_text
1229367,L89,coxartrose primária bilateral,ciap_to_text
1229370,L89,CID-10 M16.0,ciap_to_cid
1229371,L89,CID-10 M160,ciap_to_cid
1229374,A89,menorragia devido a um DIU,ciap_to_text
1229421,-34,colesterol LDL,ciap_to_text
1229428,K71,miocardite reumática,ciap_to_text
1229449,N71,abscesso tuberculoso da dura-máter cerebral ou medular,ciap_to_text
1229494,A94,sintomas fetais devidos a um Plasmodium falciparum materno,ciap_to_text
1229613,K99,aneurisma de uma artéria renal,ciap_to_text
1229616,K99,CID-10 I72.2,ciap_to_cid
1229617,K99,CID-10 I722,ciap_to_cid
1229654,S80,dermatite de fotocontato,ciap_to_text
1229669,A94,edema da esclerótica do recém-nascido,ciap_to_text
1229788,Y70,sarcocele sifilítica congênita,ciap_to_text
1229803,N85,agenesia cerebral congênito,ciap_to_text
1229824,A94,conjuntivite neonatal por clamídia,ciap_to_text
1229943,K87,hipertensão secundária,ciap_to_text
1229946,K87,CID-10 I15.9,ciap_to_cid
1229947,K87,CID-10 I159,ciap_to_cid
1229958,X70,tabes com paralisia,ciap_to_text
1229975,B83,afibrinogenemia congênita,ciap_to_text
1229990,P22,masturbação em crianças,ciap_to_text
1230009,A21,histórico familiar de neoplasia maligna dos órgãos sexuais,ciap_to_text
1230012,A21,CID-10 Z80.4,ciap_to_cid
1230013,A21,CID-10 Z804,ciap_to_cid
1230018,K70,pericardite aguda não específica,ciap_to_text
1230043,D70,disenteria viral,ciap_to_text
1230066,U99,nefroptose,ciap_to_text
1230117,K74,coágulo coronário sem infarto,ciap_to_text
1230130,S99,doença cutânea e sub-cutânea de Von Recklinghausen,ciap_to_text
1230257,-55,infiltração epidural,ciap_to_text
1230264,Y99,balanite circinada ,ciap_to_text
1230335,Y78,tumor maligno do cordão espermático,ciap_to_text
1230338,Y78,CID-10 C63.1,ciap_to_cid
1230339,Y78,CID-10 C631,ciap_to_cid
1230348,T99,ácido urinário dentro sangue,ciap_to_text
1230455,A98,necessidade de vacinação contra a poliomielite,ciap_to_text
1230458,A98,CID-10 Z24.0,ciap_to_cid
1230459,A98,CID-10 Z240,ciap_to_cid
1230488,K99,ruptura de um aneurisma dissecante da aorta,ciap_to_text
1230529,R99,colapso traqueal,ciap_to_text
1230592,F99,doença do cristalino,ciap_to_text
1230595,F99,CID-10 H27.9,ciap_to_cid
1230596,F99,CID-10 H279,ciap_to_cid
1230713,W75,traumatismo de origem suicida complicando a gravidez,ciap_to_text
1230720,W93,colapso circulatório durante o parto com morte da criança,ciap_to_text
1230791,K84,bloqueio de condução do primeiro grau,ciap_to_text
1230830,S04,massa cutânea,ciap_to_text
1230849,L17,artralgia do pé ou do dedo,ciap_to_text
1230868,D81,mega-esôfago congênito,ciap_to_text
1230897,T99,sífilis do timo,ciap_to_text
1231004,K70,pericardite sifilítica,ciap_to_text
1231029,K99,aneurisma da aorta abdominal,ciap_to_text
1231070,B99,cisto quiloso do peritônio,ciap_to_text
1231109,A90,síndrome de Robin,ciap_to_text
1231146,L73,L73,ciap_to_text
1231148,L81,lesão por esmagamento do quadril,ciap_to_text
1231151,L81,CID-10 S77.0,ciap_to_cid
1231152,L81,CID-10 S770,ciap_to_cid
1231269,Y70,sífilis primária precoce do lábio,ciap_to_text
1231284,D99,abscesso mesentérico,ciap_to_text
1231381,R09,hipertrofia de uma cavidade nasal,ciap_to_text
1231388,R82,pleurite causada por estreptococos,ciap_to_text
1231401,U99,fístula do ureter,ciap_to_text
1231452,K90,hemorragia bulbar,ciap_to_text
1231469,W17,coagulopatia puerperal com hemorragia,ciap_to_text
1231476,A81,entorses traumáticas múltiplas,ciap_to_text
1231535,L15,estalos na patela,ciap_to_text
1231546,K73,"tetralogia de Fallot com septo interventricular defeituoso, de origem congênita",ciap_to_text
1231571,D99,enteropatia por intolerância ao glúten,ciap_to_text
1231668,U99,sífilis das vias urinárias,ciap_to_text
1231719,T99,deficiência de hormônio de crescimento,ciap_to_text
1231826,W99,gravidez molar com infecção severa,ciap_to_text
1231863,W90,assistência e exame imediatamente após um parto não complicado,ciap_to_text
1231866,W90,CID-10 Z39.0,ciap_to_cid
1231867,W90,CID-10 Z390,ciap_to_cid
1231878,K84,Morgagni-Stokes-Adams,ciap_to_text
1231917,S83,nevus unilateral congênita,ciap_to_text
1231930,D93,síndrome do intestino irritável com diarréia,ciap_to_text
1231937,T99,insuficiência adrenocortical primária,ciap_to_text
1232044,A78,febre por mordedura de um carrapato sul-africano,ciap_to_text
1232201,U85,ectopia vesical congênita,ciap_to_text
1232216,A81,lesões traumáticas superficiais e múltiplas com dano ao pescoço e a outras regiões do corpo,ciap_to_text
1232275,R99,placa pleural ,ciap_to_text
1232338,W93,"parto complicado por um distúrbio de coagulação, com falecimento do recém-nascido",ciap_to_text
1232409,D77,carcinoma embrionário do fígado,ciap_to_text
1232454,N94,outra doença nervosa de um membro inferior,ciap_to_text
1232493,T99,má-absorção de lactose,ciap_to_text
1232600,-34,tempo de protrombina,ciap_to_text
1232607,D96,quilocele filariana da túnica vaginal,ciap_to_text
1232650,W84,lesões do feto devido à uma cirurgia intra-uterina durante a gravidez,ciap_to_text
1232705,L82,malformação congênita de umavértebra de transição,ciap_to_text
1232740,N88,espasmo em flexão,ciap_to_text
1232749,D81,anomalia congênita da posição da  vesícula biliar,ciap_to_text
1232778,A79,múltiplas metástases malignas pleurais,ciap_to_text
1232807,K90,hemorragia extradural não-traumática,ciap_to_text
1232810,K90,CID-10 I62.1,ciap_to_cid
1232811,K90,CID-10 I621,ciap_to_cid
1232824,A87,complicações vasculares periféricas após uma intervenção cirúrgica,ciap_to_text
1232887,A82,sequela tardia de uma entorse do dorso de origem traumática,ciap_to_text
1232926,L17,hemiespasmo do pé ou do dedo,ciap_to_text
1232945,W81,doença cardíaca hipertensiva com lesão renal preexistente complicando a gravidez,ciap_to_text
1232964,L87,doença das inserções tendinosas,ciap_to_text
1233013,-41,radiografia da clavícula,ciap_to_text
1233020,T99,condro-osteodistrofia,ciap_to_text
1233127,P08,ereção de má qualidade,ciap_to_text
1233150,A94,hidropsia fetal devido a uma incompatibilidade do sistema Rhesus,ciap_to_text
1233269,A90,gêmeos siameses,ciap_to_text
1233306,D96,quilúria por Filaria,ciap_to_text
1233349,-58,aconselhamento antes de esterilização,ciap_to_text
1233356,Y79,tumor de estroma testicular,ciap_to_text
1233377,-59,terapia com morfina (combate à dor),ciap_to_text
1233384,W84,anomalia fetal por listeriose materna durante a gravidez,ciap_to_text
1233439,W71,gravidez complicada por uma infecção das membranas,ciap_to_text
1233460,F70,síndrome oculoglandular de Parinaud,ciap_to_text
1233485,X11,síndrome menopáusica,ciap_to_text
1233500,L99,pelve platipelóide adquirida,ciap_to_text
1233631,N81,compressão traumática da medula espinhal,ciap_to_text
1233674,W84,gravidez complicada por um placenta multilobulada,ciap_to_text
1233729,A79,metástase maligna nos órgãos digestivos,ciap_to_text
1233758,-31,avaliação psicomotora cognitiva,ciap_to_text
1233765,A89,complicações ligadas à presença de um cateter intraperitoneal,ciap_to_text
1233812,N99,doença hereditária do sistema neuromuscular,ciap_to_text
1233897,D96,bilharziose,ciap_to_text
1233940,W84,gravidez de risco associada à desproporção da pelve,ciap_to_text
1233995,P19,síndrome ou sintomas de desintoxicação da cocaína,ciap_to_text
1234016,W84,dano fetal suspeita devido ao alcoolismo materno,ciap_to_text
1234071,W92,parto complicado por um traumatismo obstétrico na origem de uma laceração do esfíncter vesical,ciap_to_text
1234140,A95,Mortalidade perinatal,ciap_to_text
1234142,X80,adenoma de célula de Sertoli,ciap_to_text
1234153,P20,confusão,ciap_to_text
1234160,D86,úlcera péptica aguda com hemorragia,ciap_to_text
1234163,D86,CID-10 K27.0,ciap_to_cid
1234164,D86,CID-10 K270,ciap_to_cid
1234173,-67,orientação para procura de um diabetologista,ciap_to_text
1234180,W93,"parto complicado por uma distócia em virtude de um ombro impactado, com morte do recém-nascido",ciap_to_text
1234251,B99,discrasia sanguínea,ciap_to_text
1234290,U79,papiloma do epitélio de transição da pelve do rim,ciap_to_text
1234293,U79,CID-10 D41.1,ciap_to_cid
1234294,U79,CID-10 D411,ciap_to_cid
1234301,L87,tendinopatia de um membro inferior,ciap_to_text
1234350,S81,linfangioma cístico,ciap_to_text
1234357,F73,uveite na toxoplasmose,ciap_to_text
1234402,L99,artropatia no decurso de uma histocitose maligna,ciap_to_text
1234533,L87,bursite plantar,ciap_to_text
1234582,F81,glaucoma congênito do recém-nascido,ciap_to_text
1234611,U95,urolitíase no transcurso de uma esquistossomíase ,ciap_to_text
1234614,U95,CID-10 N22.0,ciap_to_cid
1234615,U95,CID-10 N220,ciap_to_cid
1234622,-41,cintilografia renal para estudo da função dos túbulos sob captopril,ciap_to_text
1234629,L94,apofisite juvenil,ciap_to_text
1234642,F81,hipoplasia congênita do olho,ciap_to_text
1234671,Z16,problema ligado a uma experiência de ansiedade durante a infância,ciap_to_text
1234686,Z20,problema com o padrasto e a madrasta,ciap_to_text
1234697,B78,células falciformes com Hb-SC,ciap_to_text
1234708,K86,K86,ciap_to_text
1234710,Y99,sífilis com orquite,ciap_to_text
1234781,X07,Menometrorragia,ciap_to_text
1234794,T99,paniculite exagerada,ciap_to_text
1234901,R88,lesão alveolar,ciap_to_text
1234926,H70,otomicose por monília,ciap_to_text
1234935,P73,"transtorno bipolar I, mais recente episódio tipo misto",ciap_to_text
1234946,D83,laringotraqueíte de Plaut-Vincent,ciap_to_text
1234989,P98,transtorno psicótico agudo de caráter esquizofrênico,ciap_to_text
1235000,Z10,dificuldade de cuidados pelos serviços de saúde,ciap_to_text
1235009,K70,Doença infecciosa do aparelho circulatório,ciap_to_text
1235011,L97,cementoma,ciap_to_text
1235024,K71,aderência reumática do coração,ciap_to_text
1235045,Y70,craniotabes sifilítica congênito,ciap_to_text
1235060,D83,ulceração da boca,ciap_to_text
1235103,D81,hipertrofia congênita do pâncreas,ciap_to_text
1235132,D70,outra diarréia viral,ciap_to_text
1235155,L73,fratura da perna,ciap_to_text
1235158,L73,CID-10 S82.9,ciap_to_cid
1235159,L73,CID-10 S829,ciap_to_cid
1235178,T91,distúrbio do equilíbrio alimentar ao nível proteino-energético,ciap_to_text
1235227,D92,diverticulose do intestino grosso e do intestino delgado,ciap_to_text
1235234,U99,divertículo da bexiga,ciap_to_text
1235285,B82,anemia hemolítica crônica idiopática,ciap_to_text
1235318,A70,tuberculose do espaço reto-uterino,ciap_to_text
1235339,A87,infecção abscedida de uma sutura,ciap_to_text
1235402,A23,histórico familiar de comportamento violento,ciap_to_text
1235481,F99,compressão do nervo ótico,ciap_to_text
1235602,Y99,inflamação do cordão seminal,ciap_to_text
1235673,Y99,tuberculose da glândula bulbo-uretral,ciap_to_text
1235744,-51,punção de líquido na bolsa de Douglas,ciap_to_text
1235751,D97,fibrose do fígado de origem alcoólica,ciap_to_text
1235776,K71,"insuficiência da valva aórtica, de origem reumática, com doenças das valvas mitral e tricúspide",ciap_to_text
1235797,A81,fraturas múltiplas do dorso e de outras regiões do corpo,ciap_to_text
1235856,-63,retorno após um abortamento,ciap_to_text
1235863,B78,traço talassêmico,ciap_to_text
1235874,Y78,teratoma de um testículo não descido,ciap_to_text
1235887,X77,adenocarcinoma maligno papilocístico ,ciap_to_text
1235904,P72,esquizofrenia prodrômica,ciap_to_text
1235921,T87,hiperplasia das células alfa e das células das ilhotas do pâncreas com hiperprodução de glucagon,ciap_to_text
1235938,S98,urticária não alérgica,ciap_to_text
1235941,S98,CID-10 L50.1,ciap_to_cid
1235942,S98,CID-10 L501,ciap_to_cid
1235945,T99,porfiria,ciap_to_text
1236052,N81,lesão traumática dos nervos periféricos cervicais,ciap_to_text
1236095,T99,polidistrofia de pseudo-Hurler,ciap_to_text
1236202,A94,ventilação pulmonar do recém-nascido inadequada,ciap_to_text
1236321,A84,complicação de uma anestesia devido a uma superdosagem ou à administração incorreta de um produto ,ciap_to_text
1236356,U88,pielonefrite com salmonela,ciap_to_text
1236383,R97,rinite alérgica devido ao pólen,ciap_to_text
1236390,P18,situação de falta de hipnóticos,ciap_to_text
1236401,A23,comportamento sexual de alto risco,ciap_to_text
1236480,X06,menorragia com ciclo regular,ciap_to_text
1236491,L99,artropatia no decurso de uma hemocromatose,ciap_to_text
1236622,A87,complicação na sequência de uma peridural durante o parto,ciap_to_text
1236625,A87,CID-10 O74.6,ciap_to_cid
1236626,A87,CID-10 O746,ciap_to_cid
1236685,A89,hemorragia por material protético do tubo digestivo,ciap_to_text
1236735,F70,CID-10 B30.9,ciap_to_cid
1236736,F70,CID-10 B309,ciap_to_cid
1236757,F99,atrofia de Leber,ciap_to_text
1236878,A94,morbidade perinatal devido a uma hemorragia por descolamento de placenta,ciap_to_text
1236997,X88,cisto da mama em involução,ciap_to_text
1237008,B82,anemia aplásica pura de glóbulos vermelhos,ciap_to_text
1237041,P19,uso abusivo de cocaína com dependência,ciap_to_text
1237062,N81,lesão do plexo lombo-sacral,ciap_to_text
1237105,A78,actinomicetoma,ciap_to_text
1237262,X83,torção congênita da trompa uterina,ciap_to_text
1237277,S10,abscesso cutâneo do dedo do pé,ciap_to_text
1237284,U99,acidose tubular renal,ciap_to_text
1237335,X15,deformação vaginal,ciap_to_text
1237344,P75,espasmo glótico de conversão,ciap_to_text
1237357,D97,granuloma hepático no decurso de uma beriliose,ciap_to_text
1237382,D99,enteropatia,ciap_to_text
1237479,A70,pan-sinusite tuberculosa,ciap_to_text
1237500,B99,infecção do baço,ciap_to_text
1237539,K76,estenose coronária,ciap_to_text
1237546,A98,exame de rastreamento de enfisema,ciap_to_text
1237579,A80,lesões traumáticas em múltiplos vasos sanguíneos da parte inferior do dorso,ciap_to_text
1237636,Y79,fibroadenoma da mama,ciap_to_text
1237657,A94,morbidade perinatal devido a uma hemorragia no curso da gravidez causada por uma afibrinogenemia ou qualquer problema de coagulação,ciap_to_text
1237776,A82,sequela tardia de um corpo estranho que penetrou em um orifício natural,ciap_to_text
1237779,A82,CID-10 T98.0,ciap_to_cid
1237780,A82,CID-10 T980,ciap_to_cid
1237815,D82,pérolas de esmalte,ciap_to_text
1237858,A86,intoxicação devido a crustáceos,ciap_to_text
1237897,-33,dosagem de IgE específica - cacau,ciap_to_text
1237904,R87,corpo estranho na faringe,ciap_to_text
1237911,L87,cisto da bainha tendinosa,ciap_to_text
1237960,S13,mordida de cachorro,ciap_to_text
1237967,L99,artropatia traumática,ciap_to_text
1238098,A81,politraumatismo do dorso,ciap_to_text
1238157,R99,edema supraglótico,ciap_to_text
1238220,A94,morbidade perinatal devido a uma gravidez gemelar,ciap_to_text
1238339,W95,aleitamento materno parcialmente insuficiente,ciap_to_text
1238354,B72,linfoma centroblástico centrocitário,ciap_to_text
1238369,A94,pneumonia do recém-nascido por aspiração de leite,ciap_to_text
1238488,H70,furúnculo na orelha,ciap_to_text
1238497,F99,escleromalácia,ciap_to_text
1238618,A21,anamnese individual de neoplasma maligno do sistema cutâneo,ciap_to_text
1238621,A21,CID-10 Z85.8,ciap_to_cid
1238622,A21,CID-10 Z858,ciap_to_cid
1238627,P06,insônia primária,ciap_to_text
1238636,D70,infecção intestinal viral,ciap_to_text
1238659,T99,hiperfunção da medula supra-renal,ciap_to_text
1238766,W92,parto complicado por uma hemorragia no nível de cordão umbilical,ciap_to_text
1238835,L82,malformação da clavícula congênita,ciap_to_text
1238870,U98,lipidúria,ciap_to_text
1238873,U98,CID-10 R82.0,ciap_to_cid
1238874,U98,CID-10 R820,ciap_to_cid
1238883,A88,consequência adversa devido a grandes altitudes com anoxia,ciap_to_text
1238922,T90,atrite neuropática no curso de um diabetes de outro tipo especificado,ciap_to_text
1238935,D92,diverticulose do intestino delgado,ciap_to_text
1238942,K73,anomalia congênita dos bandagens do coração,ciap_to_text
1238967,F73,Herpes zoster da pálpebra,ciap_to_text
1239012,K96,K96,ciap_to_text
1239014,D81,espasmo infantil do piloro,ciap_to_text
1239043,N99,miopatia no decurso de cretinismo,ciap_to_text
1239128,X76,carcinoma papilar mamário intraductal não infiltrado com invasão da parte central da mama,ciap_to_text
1239135,F72,esteatoma da pálpebra,ciap_to_text
1239144,F79,hérnia da íris,ciap_to_text
1239181,D83,ulceração do freno da língua,ciap_to_text
1239224,W84,gravidez de risco devido a presença de pentagêmeos,ciap_to_text
1239279,S14,corrosão de segundo grau do tornozelo,ciap_to_text
1239282,S14,CID-10 T25.6,ciap_to_cid
1239283,S14,CID-10 T256,ciap_to_cid
1239302,K81,sopro cardíaco funcional,ciap_to_text
1239311,A89,dor por colocação de uma prótese na órbita,ciap_to_text
1239358,F92,catarata traumática,ciap_to_text
1239361,F92,CID-10 H26.1,ciap_to_cid
1239362,F92,CID-10 H261,ciap_to_cid
1239369,R99,afecção pulmonar na esporotricose,ciap_to_text
1239432,W10,contracepção de urgência por regulação catamenial,ciap_to_text
1239439,T99,defeito em enzima lisossomial,ciap_to_text
1239546,B81,anemia por insuficiência de vitamina B12,ciap_to_text
1239555,A78,febre de cinco dias,ciap_to_text
1239712,P76,personalidade depressiva,ciap_to_text
1239735,X77,melanoma da vulva,ciap_to_text
1239752,D70,enterite infecciosa pelo pequeno vírus redondo de Norwalk,ciap_to_text
1239775,P80,transtorno de personalidade do tipo atormentada,ciap_to_text
1239800,-54,sutura de três ou mais feridas no nivel da face e ressecção de tecidos necrosados ou hemostase,ciap_to_text
1239807,R23,perda da fala,ciap_to_text
1239814,A90,"síndrome de Cantrell, de origem congênita",ciap_to_text
1239851,R99,broncopneumonia de inalação,ciap_to_text
1239914,S79,melanoma in situ do pavilhão da orelha,ciap_to_text
1239927,A78,infecção por Pneumocystis carinii,ciap_to_text
1240084,Y79,arrenoblastoma benigno,ciap_to_text
1240105,W90,parto espontâneo cefálico,ciap_to_text
1240108,W90,CID-10 O80.1,ciap_to_cid
1240109,W90,CID-10 O801,ciap_to_cid
1240120,D70,diarréia por Balantidium coli,ciap_to_text
1240143,K90,infarto cerebral em trombose venosa cerebral não-piogênica,ciap_to_text
1240146,K90,CID-10 I63.6,ciap_to_cid
1240147,K90,CID-10 I636,ciap_to_cid
1240160,X83,ausência congênita de órgãos sexuais externos,ciap_to_text
1240175,A87,parafinoma,ciap_to_text
1240178,A87,CID-10 T88.8,ciap_to_cid
1240179,A87,CID-10 T888,ciap_to_cid
1240238,L81,lesão da mandíbula,ciap_to_text
1240359,H82,vertigem acústica,ciap_to_text
1240376,R99,cicatriz da faringe,ciap_to_text
1240439,D70,disenteria bacilar por Haemophilus aegyptius,ciap_to_text
1240462,P19,síndrome amnésica ligada àos opióides,ciap_to_text
1240483,F79,destruição do globo ocular devido à queimadura,ciap_to_text
1240520,W92,parto complicado por uma ruptura do esfíncter anal e lesão da mucosa retal,ciap_to_text
1240589,A87,insuficiência cardiorrespiratória durante o prazo de observação após uma cirurgia cardíaca,ciap_to_text
1240652,K73,anomalia congênita da valva pulmonar cardíaca,ciap_to_text
1240677,D82,abscesso dentário extra-apical  com fístula,ciap_to_text
1240720,W84,hérnia uterina durante a gravidez,ciap_to_text
1240775,X23,medo de uma doença sexualmente transmissível ,ciap_to_text
1240782,P02,transtorno situacional,ciap_to_text
1240795,W96,flebite profunda do membro inferior no período do pós-parto,ciap_to_text
1240808,P22,"colocar os dedos no nariz, em crianças",ciap_to_text
1240827,Y79,adenocarcinoma mamário in situ,ciap_to_text
1240848,P05,fadiga ligada à velhice,ciap_to_text
1240855,T92,atrite gotosa do joelho,ciap_to_text
1240862,A88,geladura superficial do tornozelo,ciap_to_text
1240901,F99,edema da córnea devido a uma descompensação endotelial,ciap_to_text
1241022,A78,doença do sono,ciap_to_text
1241179,T27,medo de uma perda de peso anormal,ciap_to_text
1241186,S18,ferida aberta ao nível da pelve,ciap_to_text
1241233,A89,embolia por colocação de um estimulador eletrônico do sistema nervoso periférico,ciap_to_text
1241280,P19,dependência de solventes voláteis,ciap_to_text
1241301,N88,estado de mal epilético,ciap_to_text
1241310,D81,deformação congênita do reto,ciap_to_text
1241339,D83,leucoplasia da língua,ciap_to_text
1241382,Y04,"Sinais/sintomas do pênis, outros",ciap_to_text
1241384,B83,retardo de coagulação,ciap_to_text
1241399,D83,aptialismo,ciap_to_text
1241442,X83,aderência cervico-vaginal congênita,ciap_to_text
1241457,Y70,sífilis terciária múltipla,ciap_to_text
1241472,-31,inspeção das mamas no homem,ciap_to_text
1241479,W03,Hemorragia antes do parto,ciap_to_text
1241481,A85,intoxicação devido a um medicamento corretamente prescrito,ciap_to_text
1241502,N85,ectopia congênita cerebral,ciap_to_text
1241523,A87,enfisema tecidual laminar pós-cirúrgico,ciap_to_text
1241586,B83,púrpura artrítica,ciap_to_text
1241601,T99,tireotoxicose de Hashimoto,ciap_to_text
1241708,U99,pielo-ureterite cística,ciap_to_text
1241759,A95,A95,ciap_to_text
1241761,Z16,problema ligado a uma remoção de uma criança do lar familiar ,ciap_to_text
1241776,K90,crise de apoplexia,ciap_to_text
1241793,D08,sensação de inchaço abdominal,ciap_to_text
1241800,A23,histórico familiar de afecção congênita,ciap_to_text
1241879,Y84,anomalia congênita do cordão espermático,ciap_to_text
1241890,A89,controle do marcapasso,ciap_to_text
1241937,N99,miopatia de Cushing,ciap_to_text
1242022,K70,endocardite purulenta,ciap_to_text
1242047,A03,pirexia persistente,ciap_to_text
1242054,R86,pólipo benigno da traquéia,ciap_to_text
1242057,R86,CID-10 D14.2,ciap_to_cid
1242058,R86,CID-10 D142,ciap_to_cid
1242071,D82,paramolar,ciap_to_text
1242114,F80,estreitamento congênito do ponto lacrimal,ciap_to_text
1242121,S14,queimadura de primeiro grau no dorso,ciap_to_text
1242144,T99,esclerose centrolobular,ciap_to_text
1242251,K77,IC,ciap_to_text
1242258,D99,tuberculose do estômago,ciap_to_text
1242355,A89,complicação infecciosa ou inflamatória de um material do sistema nervoso,ciap_to_text
1242402,X99,fístula da mama,ciap_to_text
1242493,B82,icterícia hematógena,ciap_to_text
1242526,N99,degeneração cerebelar,ciap_to_text
1242611,F81,ptose congênita,ciap_to_text
1242640,A98,pedido de conselho sobre frigidez,ciap_to_text
1242673,A94,morbidade perinatal devido a uma retroversão do útero complicando o parto,ciap_to_text
1242792,K95,dermatite hipostática,ciap_to_text
1242803,X70,sífilis secundária com adenopatia,ciap_to_text
1242820,A94,hematoma cefálico no feto ou recém-nascido,ciap_to_text
1242823,A94,CID-10 P12.0,ciap_to_cid
1242824,A94,CID-10 P120,ciap_to_cid
1242939,S14,queimadura de primeiro grau do tornozelo,ciap_to_text
1242962,L84,hiperostose vertebral,ciap_to_text
1243011,K73,coração trilocular de origem congênita,ciap_to_text
1243036,S14,queimadura de terceiro grau ao nível do polegar,ciap_to_text
1243059,A90,síndrome de Patau,ciap_to_text
1243096,K92,embolia da bifurcação da aorta,ciap_to_text
1243109,L99,ausência adquirida dos braços e des pernas,ciap_to_text
1243240,L15,estalo nos joelhos,ciap_to_text
1243258,-34,IgM (qualitativo),ciap_to_text
1243265,-63,retorno de uma família em risco,ciap_to_text
1243272,N94,polineuropatia devido à irradiações,ciap_to_text
1243311,N71,meningite séptica,ciap_to_text
1243356,N99,compressão cervical no decurso de um deslocamento de um disco intervertebral,ciap_to_text
1243441,W95,endurecimento mamário puerperal,ciap_to_text
1243456,F81,catarata coraliforme congênita,ciap_to_text
1243485,L76,fratura do acrômio,ciap_to_text
1243522,K99,sífilis tardia cardiovascular,ciap_to_text
1243563,A89,fibrose de enxerto ou transplante ósseo,ciap_to_text
1243610,A87,ruptura de uma incisão operatória após intervenção,ciap_to_text
1243673,A94,icterícia do recém-nascido devido a presença de anticorpos Rhesus,ciap_to_text
1243792,B83,doença de Rosenthal,ciap_to_text
1243807,A87,pneumopatia de aspiração devido a uma anestesia no curso do pós-parto,ciap_to_text
1243870,H86,perda da audição de baixas frequências,ciap_to_text
1243873,H86,CID-10 H91.9,ciap_to_cid
1243874,H86,CID-10 H919,ciap_to_cid
1243887,A87,insuficiência respiratória após intervenção médica,ciap_to_text
1243950,A98,episódio preventivo quaternário,ciap_to_text
1243953,A98,CID-10 Z03.9,ciap_to_cid
1243954,A98,CID-10 Z039,ciap_to_cid
1243983,D84,fístula esofágica,ciap_to_text
1243996,T99,depleção sódica,ciap_to_text
1244103,A77,outra infecção viral,ciap_to_text
1244144,W84,obstrução de vasos placentários,ciap_to_text
1244199,L91,artrose primária,ciap_to_text
1244212,R99,pneumopatia por inalação alimentar,ciap_to_text
1244275,A23,uso de drogas como fator de risco,ciap_to_text
1244354,W93,rigidez vaginal complicando o parto com morte da criança,ciap_to_text
1244425,W99,gravidez de duração intempestiva ,ciap_to_text
1244462,A77,infecção devido ao vírus para-influenza,ciap_to_text
1244503,P19,síndrome amnésica orgânica ligado ao canabinóides,ciap_to_text
