query,count
alteração na Pressao arterial,1
dor na coluna lombar,1
artrite psoriásica,1
ideiação suicida,1
RIM,1
Avaliação refrativa,1
sensação de agua em ouvido,1
mal estar ,1
jkl;,1
Esquizofrenia ,1
uso frequente medicamento sdfg asdf,1
dispneia paroxistica noturna,1
efeito,1
a43,1
LIBIDO,1
distorcao na visao,1
descolamento de retina,1
penis sintomas,1
dor cirurgia,1
parar de fumar,1
infecção de vias aéreas superiores,1
cavum,1
 bariátrica ,1
dolore addominale,1
viver só,1
Pé torto eqüinovaro,1
escotomas,1
demaio,1
Exame geral de rotina de equipe esportiva,1
descamação palmar,1
insuficiência renal crônica,1
dor em anus,1
Dormência,1
sinais e sintomas do ouvido,1
litíase renal,1
fEBRE,1
Bartho,1
ZC30,1
j45,1
Xyz,1
artrose quadril,1
colecionador,1
alteração da pele,1
tendinite triceps,1
fALTA DE AR,1
urgência ,1
instabilidade tornozelo,1
Doença pelo vírus da imunodeficiência humana [HIV] não especificada,1
sintomas visuais,1
terapias,1
Transtornos mentais e comportamentais devidos ao uso de fumosíndrome de dependência -,1
tentativa,1
bilirrubina,1
Taquicardia,1
cisto sin,1
retorno com exames,1
descarga ,1
Dor Inguinal,1
esterilização,1
Infecção de urina,1
DOR EM MEMBRO,1
hérnia em parede abdominal,1
hematoma subdural,1
lupus eritematoso,1
Cancer colo,1
hipertrofia adenoide,1
Sintomas Gripais,1
fibriomialgia,1
inflamação ,1
sindrome respiratória aguda,1
restrição ,1
Delírio ,1
vômitos na gestação,1
dor em gluteos,1
video game,1
infecçã de pele,1
movimento involuntário,1
infecção por hpv,1
f61,1
dor em ouvido,1
Onicomicose,1
aconselhamento contraceptivo,1
CID M771 Epicondilite lateral,1
dor relacionada à ovulação,1
fratura de dedo,1
dislexia e alexia,1
problemas escolares,1
sofrimento por diagnóstico,1
fratura exposta de tíbia,1
Acorda várias vezes a noite com vontade de comer.  Associa compulsões alimentares com o uso da quetiapina. Tem acordado para comer.   Ganho de 11Kg em cerca de 3 meses. Vê por enquanto com algo bom seu ganho de peso pois era muito magra.  ,1
lactente,1
dor ao toque,1
escape urina,1
CORTE,1
alteração congenita do pe,1
Problemas conjugais,1
criança ,1
fibroma pele,1
coleta de colpocitologia,1
disfuncao eretil,1
sangramento disfuncional,1
dor estomago,1
encaminhjamentop para cirurgiao,1
parto cesariana,1
exposição sexual,1
alteração de humor,1
Escolar,1
escuta ,1
neuropatia cervicogenica,1
skin picking,1
z294,1
vagina seca,1
nodulo pulmonar,1
demissão,1
Refluxo gastro,1
dorepgigastrica,1
queratose seborreica,1
"Luxação, entorse e distensão das articulações e dos ligamentos do joelho",1
psiquiatrico,1
JOELHO EM VALGO,1
Quarentena,1
superdosagem,1
dor abdome superior,1
Fibromialgia,1
adoecimento de filha,1
cistite complicada,1
Tem dislipidemia e hipertrigliceridemia,1
Hérnia inguinal unilateral ,1
avaliação cardiologica,1
dor em testiculo,1
DOR NO DEDO,1
crise renal,1
pré operatario,1
sintoma urinario,1
d94,1
lesao em dedo,1
Dor de cabeca ,1
vagina sexa,1
Úlcera de pressão  epitelizacao,1
tendinite joelho,1
PRÉ DIABETES,1
demencia senil,1
Exame microbiológico/imunológico,1
arte,1
dor lombar c,1
Sintomas urinarios,1
"pressão, alta",1
lidando com diagnóstico,1
dores na lombar,1
z12.4,1
ceguera,1
sofrimento,1
Kleinefelter,1
bicada animal,1
percepção de doença,1
ressecanemtno nasal,1
K03,1
gastrointestinal,1
reação local da vacina,1
Ronco,1
oper,1
torsicolo,1
Etilista,1
malformação antebraço,1
ferida peniana,1
vegetariano,1
ab,1
CID I83 Varizes dos membros inferiores,1
trauma cranioencefalico,1
doença de P/eyronie,1
confusao,1
EXAME OFTALMOLOGICO,1
CID M545 Dor lombar baixa,1
PERDA DE PESO,1
dor para evacuar,1
transtorno de linguagem,1
cancer de pulmao,1
doença arterial coronarian,1
"n01, d20, t05",1
u05,1
alteração de cor na pele,1
desmotivação,1
libido diminuido,1
bolha hemorrágica língua,1
presença de banda gástrica,1
lesões vulva,1
lesão de assadura,1
sensação de depressão,1
obesa,1
fratura ulna,1
hemograma,1
enxq,1
resultado de ultrassom,1
dermatite seb,1
surdez súbita,1
ca mama,1
Não entende o que ouve,1
exames ,1
dor olho,1
dia,1
Vitamina,1
massa,1
problema de peso,1
endocrinologista,1
incontinencia fecal,1
sintomas ouvido,1
sangramento uterino primeiro trimestre,1
Vacinação,1
VACINA,1
mancha hiperpigmentada,1
tumoração ,1
DOR EM MÃO,1
irritação pele,1
câncer,1
estado ansioso,1
Infecções sexualmente transmissíveis,1
tosse úmida,1
irpa,1
dor pescoço,1
preocupação com crescimento,1
locomoção,1
trabalho estressante,1
pustula,1
husband and wife conflict,1
medir pressão arterial,1
tumor benigno orelha,1
sintomas de pele,1
Esporão do calcâneo,1
herpes simples,1
rotina ginecológic,1
tendão calcâneo ciap,1
fibroma pêndulo,1
Indigestão ,1
Hemorragia retal,1
reação adversa a medicamento,1
dor relação,1
câncer de Pâncreas,1
ganglio,1
Celíaca ,1
lesao penis,1
neoplasia benigna de mamas,1
lesão em pé,1
prescrição ,1
Desejo de encaminhamento para psiquiatra,1
ronoc,1
fratura de rádio distal,1
torção testicular,1
foliculit,1
verruga no rosto,1
hipertriglicidemia,1
Sintomas homem,1
aplv,1
cor de ´pele,1
SENISIBILIDADE AUDITIVA,1
infacção das vias aereas,1
luxação de patela,1
crise de ansiedae,1
RESULTADO,1
infecçao de via area,1
trauma auto,1
infecção urina,1
Orientação dst,1
ponte miocardica,1
nodulo cutaneo,1
furunculo na pele,1
dermatologista,1
nódulo em região anal,1
A81,1
biológica,1
check up de saude,1
somatoforme,1
hemorragia digestiva,1
sol,1
Gestante ,1
terror noturno,1
"paralisia facial, obesidade",1
contusão toracica,1
desejo de nengravid,1
polineuropatia perif~erica,1
cor da urina,1
bruximos,1
prótese,1
Dor no pé ,1
dor em fossa ilica,1
pólipo útero,1
obstipação recém nascido,1
traz resultado de ressonancia,1
excisão de lesão da pele,1
higiene do penis,1
alteração na mãe,1
jato fraco,1
BOCA AMARGA,1
abstinencia,1
calombo,1
nodulo de tireode,1
A88,1
check up ginecologico,1
VITAMINA,1
nanismo,1
vermifugo,1
cerumen impactado,1
DOR EM MEBRO,1
musculatura pélvica,1
avaliaçãp,1
cistite recorrent,1
inatividade sexual,1
descarga mamilar,1
sinais e sintomas da costela,1
artrite falange,1
derrame,1
IRREGULARIDADE MENSTRUAL,1
Síndrome nefrótica,1
Dor no olho ,1
cancer de tireoide,1
Recém nascido,1
medo de vitamina baixa,1
sequela ortopedica,1
uso de apoio para marcha,1
doença renal,1
Consulta,1
amenorrei,1
 L70   	Acne,1
sem quiexas,1
dor no dedo do pé,1
perda de massa muscular,1
pós gastroplastia,1
perda força braço,1
Dupuytren,1
fibroadenoma mama,1
DOR LOMBAR ,1
A87,1
Onfalite,1
angustia,1
uso de anabolizantes,1
doenca na familia,1
QUEIMADURA,1
hidroadenite,1
Administrativo ,1
gastrite crônica atrófic,1
doença isquemica,1
Outros estados pós-cirúrgicos especificados,1
altas habilidades,1
abnnn,1
edema do pé,1
pólipo no esômago,1
lesao no penis,1
queima com ata,1
sinovial,1
doença de meniere,1
boca amarga,1
achado anormal,1
roseola,1
infecção latente tuberculose,1
otite media,1
rinosseptoplastia,1
W15,1
dislip,1
queda propria altura ,1
verruga genital,1
batida no joelho,1
P98,1
ortope,1
retolistese,1
Puerperio,1
Falta,1
sintomas depressivos,1
remoção de sutura,1
sangue anal ,1
coração ,1
batimento,1
neoplasia cabeça e pescoço,1
Barriga ,1
especialsita,1
exercicio,1
lesoes de pele,1
anorgasmia,1
humor ansioso e depressivo,1
ESTRESSE,1
Vaginal,1
y34,1
vegetariana,1
a87 diu,1
Dor de barriga e cefaleia,1
desconforto torácico,1
desejo de investigar uma doença,1
CARDIO,1
intrauterine device,1
problema com  marido,1
tremores na palpebra,1
dor pós exercício,1
hospitalização,1
ovulos,1
Aborto,1
pingecula,1
D23 - Outras Neoplasias Benignas da Pele,1
Transsexualismo ,1
/pé,1
equimose,1
Pescoço,1
tendinopatia do musculo supraespinhal,1
fertilizçaão,1
infeccção trato urinario,1
leiomioma do utero,1
dúvidas sobre medicação,1
foliculite barba,1
Divórcio,1
problema comm marido,1
saúde mental,1
neurologica,1
inchaço localizado,1
hordeoo,1
candidiase oral,1
atraz,1
urinarios,1
exames de rotin,1
R95,1
risco cirurgico ,1
dor nos oio,1
Lipoproteina,1
Equimose ,1
labios,1
leiomioma,1
Atraso no desenvolvimento psicomotor,1
risco ,1
alteração de mama,1
hálux,1
tensao muscular,1
pnuemonia comunidade,1
sinais e sintomas do ombro,1
incontinência fecal,1
cefaleiatg,1
dor no antebraço,1
preocupação excessiva com saude,1
picadas de pulga,1
dor anus,1
hipotireoidismo pós cirurgia,1
narina,1
- Quadro gripal sem sinal de alarme,1
pelo encravadp,1
dor nos pés ,1
nodulo tireoidano,1
arroto,1
habitos,1
baixa visão,1
infecção gonocócica,1
crise asmatica,1
medo apendice,1
DÚVIDA DE SAÚDE,1
Erisipela,1
ulcerad,1
tea,1
avaliação das mamas,1
telas,1
PROCEDIMENTO,1
desejo engravidar,1
abaulamento no anus,1
Cramps,1
sente se doente,1
percepção,1
amigdalite recorrente,1
primeiros dentes,1
r45,1
tonturaas,1
furúnculo,1
espirros,1
parestesia em face,1
tinha,1
z72,1
Concepção ,1
polipos intestino grosso,1
Hipermetropia ,1
Náusea ,1
linfonoo,1
tosse\,1
hhas,1
sinais no penis,1
dor dedos,1
bexiga neurogenica,1
Entorses e distensões do tornozelo,1
duvida sobre suplementação,1
CID M511 Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia,1
orquiectomia,1
j45.1,1
  metabolismo Lip,1
sinais/sintomas da pele,1
papuilo,1
F13,1
conflitos sobre guarda de criança,1
quer saber se tem herpes,1
Distrofia ,1
abcesso perianal,1
olhos vermelhor,1
HERNIA TORACICA,1
DEFICIENCIA VITAMINCA,1
polipo estomagoprofilaxia,1
ASC-US,1
onbro,1
Gênero,1
Ganho de peso,1
Dor toracica inflamatorio,1
deficit atençao,1
DOR VENTILATORIO DEPENDENTE,1
Calculose da vesícula biliar com outras formas de colecistite,1
ESCABIOSE,1
febre e tosse,1
Nódulo tireoide cid,1
abuso de alcool,1
aparência,1
aumento enzima hepatica,1
alteração em eletrocardiograma,1
exame normal,1
Cálculo renal ,1
concentrar,1
Crohn ,1
dor no braco,1
remedio,1
condromalacea,1
cardiopatia,1
Gestação não planejada,1
feet,1
síndrome de sjogren,1
coleta papanicolau ,1
dificuldade de aten,1
"tosse, febre e coriza há 2 dias",1
manchas pele,1
piercing inflamado,1
extrassistoles,1
jato urinário fraco,1
secreção retal,1
integridade da pele,1
fasciete plantar,1
INFECÇÃO DE URINA,1
Tuberculose ,1
diarrhoea,1
complicação cirúrgica,1
URINÁRIA,1
CID M620 Diástase de músculo,1
"Luxação, entorse e distensão da articulação e dos ligamentos do quadril",1
corocinho pelo corpo,1
excesso de testosterona,1
lkn,1
willians,1
mamar,1
Insuficiência Cardíaca,1
retinopatia diabética,1
d1,1
dor relacionada a trabalho,1
u86,1
inchaço em mãos e rosto,1
exame de mama,1
sintomas da menopausa,1
dor cardiovascular,1
tropeçar,1
ruptura ligamento,1
blefarocalaze,1
resistência a tratamento,1
PRÓTESE DE MAMA,1
trauma na cabeça,1
BORDERLINE,1
macroadenoma,1
marido dependente de drogas,1
Mancha na pele,1
incongruência de gênero,1
Doença de Behçet,1
alteração testicular,1
proteinúria,1
saude,1
ALTERAÇÃO NA PRESSÃO NA GRAVIDEZ,1
mágoa,1
tendão calcâneo,1
Vaginite/vulvite NE,1
medo de gravidez,1
sintomas no olho,1
evacuação com sangue,1
Rcu,1
 implante coclear,1
esporao calcane,1
neoplasia peritonio,1
C50,1
dor de gaganta,1
Ouvido,1
indigestao,1
eritema pele,1
HERPES,1
bRADICARDIA,1
radiculopatia cervical,1
pintas na pele,1
vasoespasmo de coronárias,1
hipertrofia de tonsila faríngea,1
Aconselhamento geral sobre contracepção,1
tp,1
dor no anus,1
PRURIDO,1
Check up,1
cognição,1
neuropatia autônoma periférico,1
mulher brigou com o marido,1
DESVIO DE SEPTO,1
Acidente de moto,1
plipo utero,1
dificuldade de ingerir líquidos,1
Ferimento,1
deficiencia vitamina b,1
Dor genital,1
Cefaleia na gestação ,1
pimenta ,1
leptsopirose,1
avaliação pre operatoria,1
efeito colateral  e medicação,1
Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado,1
bursite quadril,1
CID R739 Hiperglicemia não especificada,1
dor muscular ,1
RN,1
medo apendicite,1
sinais do reto,1
nódulos mamários,1
pisada supinada,1
pessoa que,1
abandono,1
f15,1
agressão no trabalho,1
tossee,1
melancolina,1
meoria,1
alterações cor da pele,1
GESTAÇÃO,1
retrope,1
suíc,1
OTALGIA,1
tourette,1
intolerância alimentar,1
Transtorno de hiperatividade e déficit de atenção ,1
mamilo,1
baixa,1
APS,1
Infantil,1
tendinite punho,1
tossefebre,1
quadro gripal,1
pulmão,1
paciente com dor toracica,1
dor na coluna dorsal,1
Bicitopenka,1
lesão na perna,1
u26,1
dor na coluna cervical,1
coceira nos olhos,1
melanoma in situ,1
evasao,1
lesão de tornozelo,1
Equilíbrio,1
diminuição de força,1
PARESTESIA,1
Testando secrets,1
histórico de trombose,1
t83,1
torcicolo congenito,1
"Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena",1
vício do companheiro,1
tumoração no pescoço,1
refluxo gastroesofagico,1
FERIDA OPERATORIA,1
lesao de tornozelo ,1
exame preventivo,1
anemia de doença cronica,1
-61,1
deficiencia de vitamina b12,1
problemas do idoso,1
tinha do corpo,1
alteração de cor da pele,1
agressao,1
dor boca do estômago,1
- ulcera no pênis,1
sinais e sintomas da mão,1
INTERCONSULTA ENFERMEIRO,1
dor na face,1
pylori,1
precisa de pedido de exame,1
epididemite,1
oligofrenia,1
ALTERAÇÃO DE PRESSÃO,1
Fasceite plantar,1
pesadelos,1
entesopatia,1
corrimento vaginal ,1
Mioma,1
candidíase ,1
vagin,1
quemiadura,1
Bariatrica,1
dormencia nos dedos do pé,1
dificuldade para andar,1
hasd[],1
sintomas pele,1
Dor calcanhar,1
bulying,1
caroço ,1
PÓS NATAL,1
enurese nortuna,1
risco de abuso de medicamento,1
pré operatório,1
Ginecologista,1
Refluxo gast,1
t70,1
nodulo de mama,1
Boca seca,1
doença na família,1
historico familiar de cancer,1
Paroníquia ,1
trismo,1
dor precordial,1
duvida sobre menstruação,1
secreção mamilar ,1
X19,1
horde,1
coleta de papa,1
sexualmente,1
cerume impac,1
Artrose de quadril,1
DOR PÉLVIC,1
lesão em orelha,1
Cirurgia bariátrica ,1
cicatriz cirúrgica,1
mamaria,1
ponto,1
inefccao urina,1
retropé ,1
CID F340 Ciclotimia,1
Lipídios  metabolismo,1
dor atribuída a trauma,1
Medo has,1
CID R790 Anormalidade do nível de elementos minerais no sangue,1
sincope vagal,1
cid 63.4,1
irritabilçidade,1
N308 Outras cistites,1
septo cardíaco interatrial,1
pólipo reto,1
Sífilis congênita ,1
candidiase vaignal,1
-38,1
carta de outro prestador,1
coqueluche,1
Dor pélvica e perineal,1
violencia ,1
tenho tireoide,1
medo de doença gineco,1
vomitos,1
amebiase,1
preferencia,1
pessoa com deficiencia,1
haswwwwwwwwwwwweeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1
quadro emocional,1
molusco,1
relação conflituosa,1
sinais e sintomas dos ol,1
n1,1
Dor pélvica crônica,1
recem nascido,1
mastectomia,1
septoplastia,1
nao encontrado,1
nao atendido,1
sintomas nariz,1
CIRURGICO,1
estiilo de vida,1
cromossomopatia,1
z05,1
CID L923 Granuloma de corpo estranho da pele e do tecido subcutâneo,1
dermatite em pe,1
sarna humana,1
nodulo renal,1
conflito com marido,1
MAMAS DENSAS,1
a58,1
dor abdominal hipogastro fossa iliaca,1
infeccao resp,1
bocio coloide,1
dor amamentação,1
Eletrocardiograma ,1
esclerose sistemica,1
pele ressecada,1
alteracao renal,1
muco respiratorio,1
insuficiencia renal,1
BARIATRICA,1
litíase biliar,1
neuropatia autonomica,1
perfuração objeto estranho,1
esofago,1
t07,1
apneia obstrutiva,1
citologia anormal,1
torção do pé,1
abscesso cutâneo,1
constipaç,1
minha cabeça está doendo,1
nevos pele,1
Abdominal pain,1
Resultados de análise,1
trauma em mão,1
hiperplasia epidérmica,1
prurido e alteração de textura da pele,1
visão cansada,1
abcesso cutaneo,1
puericultura ,1
dor no abdome,1
familiar violento,1
ludico,1
"diarreia, febre e náusea",1
doença orificail,1
Rotina,1
Implanon,1
BRUXISMO,1
nevod pele,1
interposição de língua ,1
alterção de memoria,1
tendinite crônica polegar,1
Acompanhamento ,1
Ist,1
impotência sexual,1
doença sexualmente,1
aumento do sono,1
saf,1
A98aa,1
filho trans,1
covi 19,1
atraso de desenvolvimento,1
arte educação,1
nodulo na face,1
uso crônico de medicação,1
Febre ,1
paciente esta de alta,1
insuficiência cardíaca,1
alteração de prolactina,1
csindrome cromossomica,1
trauma cabeça,1
Doença de Peyronie,1
dermatomiosite,1
Mão,1
abdome,1
CID E538 Deficiência de outras vitaminas especificadas do grupo B,1
Seborreica ,1
intolerância ao glúten,1
distúrbio do metabolismo ou de armazenamento de ferro,1
MANDÍBULA,1
inquietação nas pernas,1
irritação,1
ouvido entupido,1
pancreatite aguda,1
do toracia,1
"crise ansiedade, mal estar",1
mioma uterino,1
Peicologico,1
barret,1
FORMIGAMENTO,1
esteatose figado,1
duane,1
prurido nos olhos,1
xantasma,1
assimetria membros inferiores,1
CID J342 Desvio do septo nasal,1
cegueira noturna,1
"Que meu pai teve, já, um ataque de coração",1
dor no pulmão,1
r81,1
hipetensão arterial cronica gestação,1
PLACAS,1
osteoartrite mãos,1
Dificuldade de Concentração ,1
rouqidão,1
alteração exame físico,1
sentir-se,1
preparador físico,1
lesaono penis,1
Ceratocone,1
edema de pernas,1
DOr no peito,1
bav,1
ausencia de atividade física,1
A05,1
menstruação anormal,1
urinário,1
desejo de usar medicamento,1
delirio,1
ateromatose,1
Cicatrização,1
A27respiração,1
síndrome cocket,1
escroto,1
déficit de atençao,1
A64,1
Rastreamento citologia,1
Sangramento,1
L66 - alopecia cicatricial (perda de cabelos ou pêlos cicatricial),1
Z299,1
dor ventilatoria,1
dispositivo intra-uterino,1
integrativas,1
rotura nervo ulnar,1
osteonecrose,1
SINCOPE,1
infertilidade,1
medo de imunidade baixa,1
Outros transtornos funcionais do intestino,1
F05,1
promoção,1
artrose dedo,1
eletrolitico,1
pisada,1
atividade fisica ,1
ATESTADO,1
concentraçao,1
Pneumonia,1
K91,1
D18,1
Corpo estranho nariz,1
dissecção arterial carotida,1
disfunção sexual,1
inicado por outro prestador,1
Cervicalgia,1
autirmo,1
bolinhas vulva,1
Autismo ,1
f33,1
parestesia facial,1
história pessoal de aborto de primeiro trimestre,1
neuropatia periferica],1
bolhas no pe,1
exame rastrio,1
Exposição de risco,1
cólica renal,1
compressão venosa,1
dados,1
peritonite,1
alteração papanicolau,1
historia familiar,1
dores nas costas,1
história familiar de cancer,1
pólipo intestino intestinal cólon,1
nao respondeu ao chamado,1
A9,1
X05,1
Líquen planopilar,1
Problema de concentração ,1
cpk elevada,1
ganho de peso insuficiente,1
vasovagal,1
-,1
risco de doença sexxualmente transmissivel,1
dor em punho ,1
Anal,1
medo diabetes,1
Nodulo,1
OLHEIRAS,1
cid dor articular,1
Vulva,1
DOR ANAL,1
enxaque,1
ginecológica,1
vitam,1
CRESCIMENTO,1
lacrimejamento,1
diurese na fralda,1
coceira em região genital,1
adversa,1
DEFICIENCIA VITAMINICA,1
retirar diu,1
-37,1
trinca em dedo,1
sangramento em relação sexual,1
ácido úrico,1
Dificuldade alimentar,1
D70,1
"Transtorno depressivo recorrente, episódio atual leve",1
pancreas ectopico,1
n05,1
dor atribuida ao coração,1
laboratorio,1
risco de fratura na costela,1
esofago de barret,1
aumento enzim,1
dist,1
Lábio,1
trauma extremidade,1
"cancer de ma,a",1
nevo melanocitico,1
dor escroto,1
rede cr,1
JOELHOS,1
probleeema comm marido,1
degeneração gordurosa do fígado,1
hipertrofia de pequenos lábios,1
hipofise,1
adrenal adenoma,1
w18,1
uriunr,1
sedentária,1
baixa autoestima,1
digestão na gestante,1
Espinhas,1
OSSOS,1
dor lombar irradiada,1
dor na panturlha,1
Queda de cabelo,1
problema sutura,1
exames de sangue,1
perineo,1
deformoidade pe,1
lesão nos pes,1
hipertensão intracraneana,1
VAGINOSE,1
hipoti,1
preocupação com ferritina,1
clamidea,1
SINAIS PELE,1
depressivos,1
diturbios da fala,1
ataque isquêmico transitório,1
fisio,1
ivp,1
CID S835 Entorse e distensão envolvendo ligamento cruzado (anterior) (posterior) do joelho,1
Transtornos da articulação temporomandibular ,1
disfunção humor menstrual,1
artrite interfalangiana,1
s75,1
BARRIGA,1
nausea na gestante,1
diminuição do olfato,1
melanocitica,1
infecção sexual ,1
joelh,1
vitamina baixa,1
obs,1
Musculares,1
Problema não especificado relacionado com o grupo primário de suporte,1
Violencia domestica ,1
nódulo no pé,1
lesao em boca,1
tendinite supraespinhoso,1
"tosse, cefaleia",1
memebro inferior,1
abuso de medicamento,1
deficiente fisico,1
X49,1
ulcera arterial,1
doença de Peyronie/,1
IDA AO PRONTO SOCORRO,1
sinais e sintomas nas palpebras,1
edema face,1
mt perfurada,1
laringomalacia,1
perda de visão,1
alteração quadril,1
dor aquiles,1
dor em região cervical,1
sinusute,1
HIPERMENORREIA,1
Diarréia ,1
Sopa,1
abstinência masconha,1
corporal,1
evento,1
sifilis adquirida,1
Corpo estranho no ouvido,1
Dor no ouvido,1
ganhou peso,1
lesão autoprovocada,1
Priapismo,1
Unha encravada,1
hipoparatireoidismo,1
teste do pezinho alterado,1
 insuficiência venosa profunda,1
funcionamento gastrointestinal,1
menstruação ,1
tep,1
dor braco,1
micose unha,1
consulta de saúde,1
Pediculose da cabeça,1
Z298,1
pectus,1
quero encaminhamento para pneumologista,1
ardencia urinar,1
nodulos tireoide,1
DISPLASIA DO COLO DO UTERO,1
dor no halux,1
Mioquimia da Pálpebra,1
esvio de septo nasal,1
D99,1
ANTIBIÓTICO,1
transexualidade,1
sombra no olho,1
queda de cabelo[,1
celulite em face,1
doença de kawasaki,1
adiminstrativo,1
tosseafebre,1
dor em pé,1
medo de adoecer,1
preferência sexual,1
DOR NO CORPO,1
bebe,1
medo de ca,1
pólipo de vesícular biliar,1
urina alterada,1
"Sangramento anormal do útero ou da vagina, não especificado",1
menarca,1
alopecia],1
irritação genital na criança,1
a98+,1
sinais e sintomas ansiosos,1
risco ist,1
urinária,1
CID R635 Ganho de peso anormal,1
dor de barriga],1
e78,1
auto,1
hiperbilirrubinemia,1
DISMENORREIA,1
FERIMENTO NO BRAÇO,1
faringite ,1
Ácido úrico ,1
estatose hepatica,1
picada de ,1
desfralde,1
dermatite ,1
QUADRIL,1
Otalgia,1
incomodo ao urinar,1
conflitos familiares,1
eritema da unha,1
dentição,1
gelladura,1
Medo de doença sexualmente transmissível,1
exercicio fisico intesno,1
doença reumatológica,1
Escapula,1
w,1
exame criança,1
nódulo na pele,1
sopro coração,1
fratura nariz,1
abscesso nas nádegas,1
escoriação em cotovelo,1
alteração na PA,1
resecamento na pele,1
ARTRITE REUMATOIDE,1
risco de exposição por perfurocortante,1
desejo de passar no cardiologista,1
dor peito,1
Hipotiereoidismo,1
amamentação alergia,1
elevação pressórica,1
Outras síndromes de cefaleia especificadas,1
CID M626 Distensão muscular,1
fezes claras,1
laudo,1
hernia hiatal,1
SEIOS,1
K47,1
Bicitopenia,1
muscula,1
MARCHA,1
R13,1
Cisto Epidérmico,1
enxqueca ,1
Oculos,1
perda do marido,1
wiliams,1
Síndrome down,1
Sangue nas fezes,1
degeneração retiniana em treliça,1
imunodeficiência,1
w79,1
filha com depressão,1
antecedente pessoal de abortoo,1
mau hálito,1
ERISIPELA,1
doença arterial obstrutiva periferica,1
Itú na gestação ,1
úlcera arterial,1
DUVIDAS DE SAÚDE,1
jato fraco de urina,1
transtorno psicótico,1
dificuldade ,1
Erétil,1
Cancer de mana,1
corpo estranho no olho,1
N01,1
encaminhamento psicologo,1
miocardite,1
A29,1
hematoquiese,1
cor da pele,1
verruga anogenital,1
rompimento de tendão do músculo supraespinhal,1
objeto,1
osteopo,1
sinais olho,1
sinusite aguda,1
shen,1
dificuldade para evacuar,1
a61,1
dor no toraxi,1
insuficiencia cardicaca,1
L05,1
violencia\,1
mancha em face,1
Tenossinovite estilóide radial [de Quervain],1
ovario polivcitico,1
nodulo na itreoide,1
bolinha na pele,1
erução cutanea,1
k95,1
mordedura de cachorro,1
retenção urinária,1
cuidador,1
doenças orificiais,1
cisto aracnoideo,1
dispaurenia ],1
formigamento em braço esquerdo,1
Úlcera de pressão ,1
adenoma,1
HEMORRAGIA,1
dificuldade de enxergar,1
lesao perna,1
problema de relacionamento com adolescente,1
Dor no corpo,1
u29,1
cisto simples no ovário,1
Obstrução ,1
efeito medicação,1
dormência no braço,1
Osteoartrite do joelho,1
R41,1
resultado de exmae,1
nódulo renal,1
Disfagia,1
utero alteração,1
hanseniase,1
abcesso axilar,1
prejuízo financeiro,1
INDIGESTÃO,1
preocupação ist,1
hérnia de disco extrusa,1
medo de alergia,1
formigamento em pe,1
inchaço no rosto e mãos,1
 R 05 CID,1
obstrução arterial periférica,1
menorreia,1
ANEMIA,1
efeitos adversos estatinas,1
dor coração,1
Sintomas e sinais relativos ao estado emocional,1
dificuldade alimentar,1
malformação femur,1
abuso benzodiazepinico,1
testando,1
Kawazaki ,1
ds,1
paciente está com dificuldade de fazer o número 2,1
r09,1
desconforto em baixo ventre,1
tendinite cotovelo,1
 pés,1
"Gostaria de passar com cardiologista, endocrinologista e pediatra",1
A73,1
"RINITE, DESVIO DE SEPTO",1
Aumento glicemia,1
EXAME DE SANGUE ALTRADO,1
sintomas pré-menstruais,1
saude mulhe,1
neoplasia ovario,1
Engravidar,1
anedonia,1
RASTREIO MAMA,1
Pedidos de exame,1
procrastinação,1
Sintomas urinários ,1
prurido ouvido,1
problema com notas na escola,1
alteracao creatinina,1
fraqueza em membro,1
Cólica ,1
r065,1
rotura de ligamento do joelho,1
abdomem,1
ictericia neonatal prolongada,1
micose na unha,1
artrite no dedo,1
estufamento ,1
PERNA,1
auriculo,1
especialista[,1
P81,1
carcinoma basocelular,1
exame físico ,1
anorretal,1
S010,1
VENOSO,1
motora,1
Outros hipotireoidismos especificados,1
tricomonas,1
hipertiroidismo,1
Distrofia ungueal,1
diabete,1
VERMÍFUGO,1
tumor enigno polipo vesicula biliar,1
hipotireoid,1
ferida na boca,1
alopécia,1
Saúde,1
RESULTADO DE PAPANICOLAU,1
eletro,1
Visão turba,1
cansaço mental,1
desejo de engrqavidar,1
medo doenca ossea,1
coceita,1
trauma em pé,1
w77,1
crevical,1
contusão peito,1
Citologia,1
nodulacao ,1
NECROSE,1
Sinais e sintomas da pele ,1
caroço pescoço],1
CID M542 Cervicalgia,1
Exposição ao calor,1
contracep,1
prurido virilha,1
mulher,1
ANEURIMA,1
Nódulo mamário não especificado,1
verruga perineo,1
problemas com conjuge,1
Hiperplasia adrenal congenita,1
pterígio,1
Mandíbula,1
dor no rosto,1
circulação,1
Estilista,1
Vesiculas,1
dor ao urinar,1
Resfriado ,1
tumor intracraniano,1
P29,1
falta de paladar,1
escoriação em ombro,1
tosse febre,1
ferida no penis,1
Testosterona suplemento,1
dor em mamas puerpério,1
fibroma moe,1
exame hemograma,1
coleção subcutaneo,1
Dor ,1
Exegese de nevo,1
