,query,concluded,relevant_results
5833,falta de paladar,False,
5834,hematoma da pele,False,
5835,ataque isquêmico transitório,False,
5836,Crime,False,
5837,abandono,False,
5838,dor ventilatoria,False,
5839,Medo de estar doente,False,
5840,Histerectomia,False,
5841,infeccao trato urinario,False,
5842,Hipotireoidismo,False,
5843,infeccao resp,False,
5844,infecção,False,
5845,Sedentarismo,False,
5846,resultados de exames,False,
5847,suspeita gestação,False,
5848,inquietação,False,
5849,muco,False,
5850,sintomas do anus,False,
5851,movimento involuntário,False,
5852,"deficiencia de zinco, alopécia",False,
5853,dor em joelho,False,
5854,Dor miofasciak,False,
5855,MÃO,False,
5856,dor em braços,False,
5857,espondilite anquilosante,False,
5858,tunel do carpo,False,
5859,paciente trouxe exames,False,
5860,-65,False,
5861,Problema de audição ,False,
5862,glandula salivas,False,
5863,alteração quadril,False,
5864,Bariátrica ,False,
5865,papuilo,False,
5866,olho,False,
5867,secreção anal,False,
5868,nodulo hepatico,False,
5869,corrimento retal,False,
5870,Bicitopenia,False,
5871,irritabilidade,False,
5872,fator de risco,False,
5873,ferritina aumentada,False,
5874,URINÁRIA,False,
5875,pós bariátrica,False,
5876,dimenorreia,False,
5877,ESTRES,False,
5878,hipertrofia de tonsila faríngea,False,
5879,risco cardiovascular,False,
5880,hipercolesterolemia,False,
5881,cranissionostose,False,
5882,relatório atividades físicas,False,
5883,Edema face ,False,
5884,fibroma pêndulo,False,
5885,r104,False,
5886,R88,False,
5887,dor nos rins,False,
5888,dermatocalaze,False,
5889,disfunção humor menstrual,False,
5890,adenoma hipofise,False,
5891,unhas,False,
5892,Autismo adulto,False,
5893,rosto,False,
5894,Impotência,False,
5895,i450,False,
5896,x45,False,
5897,sangramento uterino anormal,False,
5898,citopatol,False,
5899,espermograma,False,
5900,PÓS PARTO,False,
5901,EMAGRECIMENTO,False,
5902,Adenomiose,False,
5903,Ouvido,False,
5904,Papanicolau,False,
5905,infiltracao joelho,False,
5906,ferida no penis,False,
5907,alteração em arcada dentária,False,
5908,ginecologia,False,
5909,ZC30,False,
5910,conflitos conjugais ,False,
5911,pulmão,False,
5912,dor no membro superior,False,
5913,colicas,False,
5914,"transtorno bipolar, etilismo",False,
5915,P81,False,
5916,cisto,False,
5917,dor garganta,False,
5918,mão inchada,False,
5919,CID M659 Sinovite e tenossinovite não especificadas,False,
5920,dor peito trauma,False,
5921,tendao supraespinhal,False,
5922,trombose venosa membro inferior,False,
5923,mancha pele,False,
5924,hipertrofia adenoide,False,
5925,transsexual,False,
5926,Ceratocone,False,
5927,infecção ferida operatório,False,
5928,hemorrida,False,
5929,atendimento,False,
5930,papilar,False,
5931,sica,False,
5932,Z299,False,
5933,-54,False,
5934,excesso de tarefas,False,
5935,x12,False,
5936,dores em membros inferiores,False,
5937,Dismenorreia ,False,
5938,nao cmoparece,False,
5939,dor no ombro direito,False,
5940,face,False,
5941,Consulta com especialista,False,
5942,cãibra,False,
5943,Hipertensão ,False,
5944,trombose venosa cerebral,False,
5945,disfuncao erecao,False,
5946,"Sangramento anormal do útero ou da vagina, não especificado",False,
5947,irritação de pele,False,
5948,faringite ,False,
5949,ganho peso,False,
5950,senilidade,False,
5951,Cravo infectado,False,
5952,lesão de alto grau em papanicolau,False,
5953,perdeu 9kgs,False,
5954,problemas de imagem corporal,False,
5955,artrite falange,False,
5956,tentativa,False,
5957,wolff,False,
5958,falta,False,
5959,Etilista,False,
5960,lesão intraepitelial utero,False,
5961,plantar,False,
5962,sindrome ovarios,False,
5963,pterigio,False,
5964,disgerminoma,False,
5965,IAM,False,
5966,laudo,False,
5967,C,False,
5968,ocular,False,
5969,fasciite,False,
5970,miofascial,False,
5971,tumor osso temporal,False,
5972,-44,False,
5973,ALTERAÇÃO INTESTINAL,False,
5974,"Luxação, entorse e distensão da articulação e dos ligamentos do quadril",False,
5975,varicocele,False,
5976,rompimento de quadríceps femoral,False,
5977,nódulo renal,False,
5978,p77,False,
5979,Vacinação,False,
5980,sinais e sintomas do dedo,False,
5981,prurido vulvar,False,
5982,Curativo ,False,
5983,q21,False,
5984,S87,False,
5985,ceborreia,False,
5986,desemprego,False,
5987,preocupação com ferritina,False,
5988,sinusute,False,
5989,ROTINA,False,
5990,queixa,False,
5991,cistite intersticiak,False,
5992,t83,False,
5993,hidradenite supurativa,False,
5994,wolf,False,
5995,ácido úrico,False,
5996,braço,False,
5997,DISMENORREIA,False,
5998,sindrome de prader,False,
5999,dor ao urinar,False,
6000,extrassistole,False,
6001,diarreia ,False,
6002,problemas na escola,False,
6003,MENSTRUAÇÃO AUSENTE,False,
6004,demencia senil,False,
6005,ffffffffff,False,
6006,abstinência maconha,False,
6007,Avaliação refrativa,False,
6008,"Luxação, entorse e distensão das articulações e dos ligamentos do joelho",False,
6009,memoria,False,
6010,medo doença genital,False,
6011,sinais em perna,False,
6012,A04,False,
6013,artrose dedo,False,
6014,saúde mental,False,
6015,corisa,False,
6016,dor lombar,False,
6017,a30,False,
6018,ulcera genital,False,
6019,Autismo ,False,
6020,vermifugo,False,
6021,sangramento uterino gestação,False,
6022,vaginite,False,
6023,divorce,False,
6024, Hipertensão pré-existente complicando a gravidez,False,
6025,DEFICIENCIA VITAMINA B12,False,
6026,recém nascido,False,
6027,infecção de urina,False,
6028,pólipo intestino intestinal cólon colonico,False,
6029,perfuração intestinal,False,
6030,CID S860 Traumatismo do tendão de Aquiles,False,
6031,"dor em mama, ovario policistico",False,
6032,s044,False,
6033,tosseaaaaafebre,False,
6034,coriza,False,
6035,vesicula,False,
6036,hérnia em parede abdominal,False,
6037,Vaginose,False,
6038,implanon,False,
6039,forame,False,
6040,cisto mama,False,
6041,cardiaco,False,
6042,inefccao trato urinario,False,
6043,prótese de membro,False,
6044,diarreia por clostridium,False,
6045,ictericia neonatal fisioloic,False,
6046,formigamento,False,
6047,mal-estar,False,
6048,prevenção,False,
6049,pedra vesicula,False,
6050,polineuropatia periférica,False,
6051,telas,False,
6052,tumor na pele,False,
6053,terapias,False,
6054,ardência,False,
6055,Tornozelo,False,
6056,Hipertensão intracraniana benigna,False,
6057,integridade da pele,False,
6058,nodulo tireoide,False,
6059,história familiar de cancer,False,
6060,traz resultado de ressonancia,False,
6061,3339,False,
6062,picadas,False,
6063,P65,False,
6064,k03,False,
6065,surto raiva,False,
6066,vermelhid,False,
6067,retinopatia diabética,False,
6068,costocondrite,False,
6069,doença de Peyronie,False,
6070,Acne,False,
6071,Nutrição,False,
6072,sintomas em anus,False,
6073,Barriga ,False,
6074,RINOSSINUSITE,False,
6075,artrite interfalangiana,False,
6076,sngramento nasal,False,
6077,neoplasia cabeça e pescoço,False,
6078,picada de inseto ,False,
6079,joanete,False,
6080,dor em região inguinal,False,
6081,atividade fisica ,False,
6082,menstruação irregular,False,
6083,corda vocal,False,
6084,tendão calcâneo ciap,False,
6085,AnticoncepCao,False,
6086,colesterol aumentado,False,
6087,colater,False,
6088,dor por trauma,False,
6089,tosseafebre,False,
6090,hpv,False,
6091,trombose perianal,False,
6092,TRANSTORNO BIPOLAR,False,
6093,doença de familiar,False,
6094,Rn,False,
6095,vermelhidão,False,
6096,dor no polegar direit,False,
6097,pelvica,False,
6098,ferida no pe,False,
6099,gostaria de fazer o exame,False,
6100,s01,False,
6101,confusao mental,False,
6102,nadulo mama,False,
6103,Queda,False,
6104,polipo estomago,False,
6105,dástese,False,
6106,má aderência a tratamento,False,
6107,fator de risco neoplasia,False,
6108,violencia ,False,
6109,Refluxo,False,
6110,disfunção de ATM,False,
6111,colelitiaselaqueadura,False,
6112,angioedema,False,
6113,medo de ,False,
6114,polineuropatia perif~erica,False,
6115,Leite ,False,
6116,dor pé ,False,
6117,granuloma piercing,False,
6118,histórico de câncer,False,
6119,sinais e sintomas urinário,False,
6120,anticoagulação,False,
6121,dor pé,False,
6122,dOR no peito cardiaca,False,
6123,doméstico,False,
6124,aptidão física,False,
6125,contratura,False,
6126,abdome,False,
6127,VERMÍFUGO,False,
6128,doença causada pelo movimento,False,
6129,secreção em seio,False,
6130,trauma em joelho,False,
6131,Reabilitação fratura,False,
6132,bexiga hiperativa,False,
6133, **Medo de doença cardiovascular**,False,
6134,aneurisma carotidas,False,
6135,microadenoma,False,
6136,l03,False,
6137,artrose coluna ,False,
6138,has ,False,
6139,peido,False,
6140,RN,False,
6141,pós operatorio,False,
6142,cromossomo 2,False,
6143,risco medicaçao,False,
6144,comunicação interatrial,False,
6145,calculo urinario,False,
6146,Dor ,False,
6147,sindrome down,False,
6148,hidroadenite,False,
6149,dor pescoço,False,
6150,sedentária,False,
6151,sangramento irregular,False,
6152,Membros,False,
6153,queda capilar,False,
6154,tabagista,False,
6155,ebola,False,
6156,deformoidade pe,False,
6157,dor articular,False,
6158,HAS,False,
6159,cefalohematoma,False,
6160,m773,False,
6161,abortamento prévio,False,
6162,disuria,False,
6163,ist,False,
6164,lesao de tornozelo ,False,
6165,Tristeza ,False,
6166,pneumonia comunidade,False,
6167,sonolencia,False,
6168,diurese na fralda,False,
6169,sinais e sintomas dos labios,False,
6170,Pedra na vesicula,False,
6171,roxo,False,
6172,lactente inapetente,False,
6173,mama acessória,False,
6174,Feverb,False,
6175,coccix,False,
6176,sinais e sintomas da mama,False,
6177,LACERAÇÃO VAGINAL,False,
6178,sobrecarga lombar,False,
6179,Diarréia ,False,
6180,CID L905 Cicatrizes e fibrose cutânea,False,
6181,exame figado alterado,False,
6182,lipideos,False,
6183,crise de ansiedae,False,
6184,conhecer o sistema de saúde,False,
6185,tornozelo,False,
6186,aniconcepcional,False,
6187,uso de cocaína,False,
6188,medo doenca ossea,False,
6189,Dor no p,False,
6190,dor na menstruação,False,
6191,menst,False,
6192,dro abd,False,
6193,dor para fazer o número 2,False,
6194,abuso sexual,False,
6195,cirurgia plástica nariz,False,
6196,Refluxo gast,False,
6197,corrime,False,
6198,fadiga,False,
6199,falta de vontade,False,
6200,odulo tireoide,False,
6201,dismenorreia,False,
6202,déficit atenção,False,
6203,dor no abdome,False,
6204,educação em saude,False,
6205,mentaç,False,
6206,polipo em reto,False,
6207,VEGETARIANO,False,
6208,dor e inchaço em pés,False,
6209,Alzheimer,False,
6210,D17,False,
6211,tendinopatia,False,
6212,enxaque,False,
6213,lesão cotovelo,False,
6214,dúvida sobre medicação,False,
6215,hematoma intracraniano,False,
6216,moto,False,
6217,edema do pé,False,
6218,alteração na pele,False,
6219,n89,False,
6220,esporao calcane,False,
6221,medo de infarto,False,
6222,deficiencai auditiva,False,
6223,quer saber dos hormonios,False,
6224,esteatose heatica,False,
6225,preferência sexual,False,
6226,iritação na pele,False,
6227,n[odulo mama,False,
6228,a47,False,
6229,canelite,False,
6230,GESTAÇÃO,False,
6231,medicina do trabalho,False,
6232,HEMOCROMATOSE,False,
6233,pólipo intestinal,False,
6234,eritema olhos,False,
6235,SEIOS,False,
6236,sangramento pos menopausa,False,
6237,Hipertrofia das adenóides,False,
6238,problemas ao consumir lactose,False,
6239,Orientação de úlcera de pressão,False,
6240,picada de ,False,
6241,Outros transtornos não-inflamatórios especificados do útero,False,
6242,coleta,False,
6243,bloqueio atrioventricular,False,
6244,torção do pé,False,
6245,Lombalgia,False,
6246,disfunção menstrual,False,
6247,evento,False,
6248,perfuraçao de timpano,False,
6249,Distrofia ,False,
6250,a87 diu,False,
6251,conflitos com a gestação,False,
6252,adenoma hipófise,False,
6253,coluna ,False,
6254,VITAMINA,False,
6255,AUTISMO,False,
6256,Calculose,False,
6257,Coriza nasal,False,
6258,trabalho estressante,False,
6259,cuidados com alimentação,False,
6260,conflitos com a justiça,False,
6261,problemas de pele,False,
6262,anticoncepção,False,
6263,filho doente,False,
6264,CID M796 Dor em membro,False,
6265,vagina seca,False,
6266,medo de doença no rim,False,
6267,neoplasia mama,False,
6268,cessação de tabagismo,False,
6269,candidíase recorrente,False,
6270,alteração fezes,False,
6271,Desemprego,False,
6272,w11,False,
6273,anti-fosfolipide,False,
6274,-49,False,
6275,procedimentos,False,
6276,-35,False,
6277,Azia,False,
6278,nefrolitiase,False,
6279,medicina preventiva,False,
6280,dores na nuca,False,
6281,diturbios da fala,False,
6282,alzheimer,False,
6283,vitamina b12,False,
6284,problema com notas na escola,False,
6285,"paralisia facial, obesidade",False,
6286,W15,False,
6287,exame urina,False,
6288,Dor no corpo,False,
6289,vertigens,False,
6290,Dificuldade de socialização ,False,
6291,vitamina d baixa,False,
6292,encaminhamento psicologo,False,
6293,preocupação materna,False,
6294,ludico,False,
6295,X14,False,
6296,entorse e distensão de tornozelo,False,
6297,amenoreia,False,
6298,parkinsonismo,False,
6299,abcessos,False,
6300,bolinhas,False,
6301,emocional,False,
6302,insônia Está fazendo esteira Quer tentar outras formas,False,
6303,m75,False,
6304,ulcera diabetes,False,
6305,problema de peso,False,
6306,pterígio,False,
6307,Endocrinologista,False,
6308,solicitação exames,False,
6309,w14,False,
6310,medo de cander de mama,False,
6311,dor nos pés ,False,
6312,medo de apendicite,False,
6313,memebro inferior,False,
6314,marido viciado,False,
6315,hepatite medicamento,False,
6316,nariz secreção,False,
6317,rinite vasomotora,False,
6318,ATM,False,
6319,colica MENSTRUAL,False,
6320,preparador físico,False,
6321,Andiedade,False,
6322,exame de próstata alterado,False,
6323,covid-19,False,
6324,pré-eclampsia,False,
6325,joelho varo,False,
6326,tumor colon incerto,False,
6327,bebÊ,False,
6328,medo fratura,False,
6329,utero alteração,False,
6330,cleptomania,False,
6331,g44.8,False,
6332,asdf,False,
6333,chiador,False,
6334,ANEURISMA,False,
6335,CID M545 Dor lombar baixa,False,
6336,dor torácica após queda,False,
6337,deficiência motora por falta de exercícios físicos,False,
6338,hepatite por medicamento,False,
6339,g44,False,
6340,disfunção atm,False,
6341,uso dee bengala,False,
6342,adenoide,False,
6343,"tosse, febre ",False,
6344,prognatismo,False,
6345,curva de crescimento,False,
6346,perda auditi,False,
6347,dst,False,
6348,ferida infectada,False,
6349,extrassistoles,False,
6350,nodulação testiculo,False,
6351,dermatite leve,False,
6352,cisto ovariano,False,
6353,artralgia cotovelo,False,
6354,coronavirus,False,
6355,98,False,
6356,alteração no fluxo menstrual,False,
6357,nocturia,False,
6358,dor no cóccix,False,
6359,Exames check-up ,False,
6360,fome,False,
6361,doença de chron,False,
6362,medo infarto,False,
6363,Síndrome de Cockett,False,
6364,curativo,False,
6365,Taquicardia,False,
6366,exame de endoscopia,False,
6367,perda de consciencia,False,
6368,Dir em fossa Ilíaca Direita,False,
6369,trauma em mão,False,
6370,Pés,False,
6371,doença de peyronie,False,
6372,retorno consulta,False,
6373,doença de crohn,False,
6374,infeccap via aerea,False,
6375,Parestesia no pé,False,
6376,pós-operatório,False,
6377,ombro,False,
6378,hipertensão arterial sistemica,False,
6379,mancha de pele,False,
6380,diagnóstico HIV,False,
6381,vicio em drogas,False,
6382,violencia\,False,
6383,distr,False,
6384,queimaduras,False,
6385,F70,False,
6386,saude mental,False,
6387,RESULTADO DE PAPANICOLAU,False,
6388,boca seca,False,
6389,ponte miocardio,False,
6390,vicio,False,
6391,pescoço,False,
6392,tumor intracraniano,False,
6393,TUMOR seios nasais natureza incerta,False,
6394,aumento enzima hepatica,False,
6395,sintomas ,False,
6396,empachamento,False,
6397,adm,False,
6398,doença arterial coronarian,False,
6399,CISTO,False,
6400,debilidade,False,
6401,rastreio de cancer,False,
6402,musculatura pélvica,False,
6403,d11,False,
6404,Con,False,
6405,Corpo estranho no ouvido,False,
6406,b12 alta,False,
6407,sinusite bacteriana,False,
6408,BUROCRACIA,False,
6409,uso crônico medicamento,False,
6410,perda de visão,False,
6411,Ronco,False,
6412,CID D440 Neoplasia de comportamento incerto ou desconhecido da glândula tireóide,False,
6413,Recém nascido,False,
6414,afastamento do trabalho,False,
6415,saude da mulher,False,
6416,pernas inquietas,False,
6417,pólipo reto,False,
6418,hérnia paraesofagica,False,
6419,dor no calcanhar,False,
6420,administr,False,
6421,pele,False,
6422,hiperqueratose palmar,False,
6423,Piolho ,False,
6424,L05,False,
6425,lesão perioral,False,
6426,abscesso cutâneo,False,
6427,cardiopatia congênita,False,
6428,queratose pilar,False,
6429,uso de apoio para marcha,False,
6430,quer fazer exames,False,
6431,candidiase oral,False,
6432,vias aéreas,False,
6433,mamaria,False,
6434,diminuição do movimento dos braços,False,
6435,tensão muscular,False,
6436,divagações,False,
6437,varies,False,
6438,esteato0hepatite,False,
6439,CIDE790,False,
6440,complicação cirúrgica,False,
6441,alteração papanicolau,False,
6442,pré-natal,False,
6443,ferida pós operatória,False,
6444,nódulo na tireóide,False,
6445,mal formação,False,
6446,glandula salivar,False,
6447,menstruação anormal,False,
6448,artrose em mãos,False,
6449,pressão alta,False,
6450,ferimento na perna,False,
6451,pectus,False,
6452,rouqidão,False,
6453,Kawazaki ,False,
6454,medo de diabetes,False,
6455,prurido ocular,False,
6456,adenomahipofisario,False,
6457,hashimoto,False,
6458,COLUNA,False,
6459,domestica,False,
6460,queimadura,False,
6461,magreza,False,
6462,"pressão, alta",False,
6463,f900,False,
6464,-34,False,
6465,preocupação com doença,False,
6466,Has,False,
6467,neoplasia cervical,False,
6468,sensibilidade,False,
6469,familiar,False,
6470,sincop,False,
6471,medo de problema hormonal,False,
6472,VIDRO NO PÉ,False,
6473,redução da acuidade visual,False,
6474,problemas no olho,False,
6475,a60.0,False,
6476,medo de doenca cardiaca,False,
6477,SINCOPE,False,
6478,CERATOSE SEBORREICA,False,
6479,vacinal,False,
6480,exame fisico,False,
6481,"falta de ar, fadiga, ",False,
6482,deficiencia vitamina b,False,
6483,alteracao laborial,False,
6484,mudança de país,False,
6485,medo diabetes,False,
6486,Dor nas costas ,False,
6487,CID D22 Nevos melanocíticos,False,
6488,neoplasia peritonio,False,
6489,cabeça,False,
6490,adenomiose,False,
6491,"""a98",False,
6492,dorsalgia,False,
6493,dúvidas de alimentação,False,
6494,RESULTADOS,False,
6495,ruptura ligamentar,False,
6496,ctontura,False,
6497,alteração de mama,False,
6498,pés/,False,
6499,mulher,False,
6500,finger pain,False,
6501,sinais ,False,
6502,linfoma não hodgkin,False,
6503,saude,False,
6504,cardiomegalia,False,
6505,D70,False,
6506,Jato urinário fraco,False,
6507,Cisto paralabral ,False,
6508,inchaço localizado,False,
6509,dengue,False,
6510,doença de Fabry,False,
6511,edema face,False,
6512,cor na urina,False,
6513,fluxo menstrual anormal,False,
6514,presbiacusia,False,
6515,mastalgia,False,
6516,N84,False,
6517,amigdalite,False,
6518,atraz,False,
6519,sindrome do intestino permeável,False,
6520,12,False,
6521,epicondilite lateral,False,
6522,VAGINA,False,
6523,tosse úmida,False,
6524,sífili,False,
6525,sinais pés,False,
6526,"dor na lombar, diminuição de força",False,
6527,derrame pericardico,False,
6528,Acorda várias vezes a noite com vontade de comer.  Associa compulsões alimentares com o uso da quetiapina. Tem acordado para comer.   Ganho de 11Kg em cerca de 3 meses. Vê por enquanto com algo bom seu ganho de peso pois era muito magra.  ,False,
6529,estado ansioso,False,
6530,cardíaco ,False,
6531,DEFICIT DE ATENÇÃO,False,
6532,medo de pressão,False,
6533,sintomas neurológicos,False,
6534,doença inflamatória pelvica,False,
6535,desmaio,False,
6536,perdeu 9 kgs,False,
6537,deficiencia auditiva,False,
6538,U71,False,
6539,VACINA,False,
6540,dor pubica,False,
6541,sinais e sintomas da vulva,False,
6542,dia,False,
6543,líquido,False,
6544,ENDOMETRIOSE,False,
6545,sequela de encefalite viral,False,
6546,crânio,False,
6547,remedio ,False,
6548,CID L923 Granuloma de corpo estranho da pele e do tecido subcutâneo,False,
6549,nao respondeu ao chamado,False,
6550,Renovação ,False,
6551,CID Z392 Seguimento pós-parto de rotina,False,
6552,tremedeira,False,
6553,divórcio dos pais,False,
6554,osteoporose,False,
6555,r05,False,
6556,síndrome de Cockett,False,
6557,d10,False,
6558,lesão na pele,False,
6559,BUSCA ATIVA,False,
6560,concepção ,False,
6561,cistite,False,
6562,xerodermia,False,
6563,CID D18 Hemangioma e linfangioma de qualquer localização,False,
6564,Nódulo tireoide ok,False,
6565,Hérnia de hiato,False,
6566,concentraçõa,False,
6567,ruptura bíceps,False,
6568,estima,False,
6569,hiperemese gravidica,False,
6570,f04,False,
6571,busca ativa,False,
6572,dor no cotevelo,False,
6573,Dor na coluna,False,
6574,hipertensão gestacao,False,
6575,Trauma pe,False,
6576,lesao em mao,False,
6577,fissura peniana,False,
6578,Não entende o que ouve,False,
6579,rastreamento anormal,False,
6580,deficiencia de ferr,False,
6581,panico,False,
6582,ressecamento nasal,False,
6583,blefarocalaze,False,
6584,gota,False,
6585,polipo biliar,False,
6586,afta,False,
6587,Refluxo gastroesofágico ,False,
6588,desejo por terapia,False,
6589,hernia hiato,False,
6590,utero bicorno,False,
6591,Alteração da cor da pele,False,
6592,"tosse, febre, dor de barriga",False,
6593,episodios depressivos,False,
6594,infecção urina,False,
6595,"Mal estar, fadiga",False,
6596,sinais e sintomas nos pes,False,
6597,contracepção,False,
6598,s85,False,
6599,caeblo,False,
6600,dúvidas sobre medicação,False,
6601,bebê chiador,False,
6602,pos bariatrica,False,
6603,consulta com especialista,False,
6604,mamar,False,
6605,arduria,False,
6606,doença renal cronica,False,
6607,Álcool,False,
6608,prurido nos olhos,False,
6609,FEBRE SEM FOCO,False,
6610,rosto vermelho,False,
6611,rotina pediatria,False,
6612,medidas de conforto,False,
6613,dor abdominal gestante,False,
6614,coceira axila,False,
6615,resultao,False,
6616,-41,False,
6617,Dor braço,False,
6618,PLACAS,False,
6619,exames de rotin,False,
6620,enxq,False,
6621,Concentração ,False,
6622,Câimbra,False,
6623,crise hipertensiva,False,
6624,refluxo gastro,False,
6625,TIREOIDE,False,
6626,dor inguinal,False,
6627,medicamento natural,False,
6628,silicone,False,
6629,pintas,False,
6630,úlcera pele,False,
6631,sobrepeso,False,
6632,exantema,False,
6633,nódulo umbigo,False,
6634,diastase ,False,
6635,fezes],False,
6636,descamação palmar,False,
6637,crise convulsiva,False,
6638,gestar,False,
6639,altura baixa,False,
6640,recusa de tratamento,False,
6641,medicina,False,
6642,aborto,False,
6643,exame rrastrio,False,
6644,DOR,False,
6645,disartria,False,
6646,ANTIBIÓTICO,False,
6647,SEIO,False,
6648,puericultura,False,
6649,r27,False,
6650,lobo tireoidiano,False,
6651,OTITE EXTERNA,False,
6652,FERIMENTO NO BRAÇO,False,
6653,nausea na gestação,False,
6654,hipertensão secundaria,False,
6655,Nódulo tireoide,False,
6656,Insuficiência Cardíaca,False,
6657,x72,False,
6658,"tosse, febre e coriza",False,
6659,vaginal,False,
6660,ruinheira,False,
6661,dor abdomen esqueda,False,
6662,alteração exame físico,False,
6663,SANGRAMENTO,False,
6664,Ombro,False,
6665,testículo,False,
6666,"febre, tosse, dispneia",False,
6667,procedimento administrativo,False,
6668,ENCERRAMENTO DE PRÉ NATAL,False,
6669,coceira no ouvido,False,
6670,osseo,False,
6671,choro excessivos,False,
6672,pré operatorio,False,
6673,dor em panturrilha,False,
6674,67,False,
6675,INTOLERANCIAS ALIMENTARES,False,
6676,kawazaki,False,
6677,cisto aractnoide,False,
6678,1. Hipermobilidade articular,False,
6679,Alteração glicêmica ,False,
6680,perfusão,False,
6681,euforia,False,
6682,Pre natal ,False,
6683,pensamento,False,
6684,exame normal,False,
6685,gestacao,False,
6686,LESÃO DE PELE,False,
6687,coceira ânus,False,
6688,sensação de agua em ouvido,False,
6689,paciente nao encontrado,False,
6690,Risco de covid,False,
6691,Lombar,False,
6692,IVAS,False,
6693,Dor no ombro,False,
6694,luto,False,
6695,presenca protese,False,
6696,entorse distensão de joelho,False,
6697,gotejamento,False,
6698,colica abdominal,False,
6699,efluvio telogeno,False,
6700,pre eclampsia,False,
6701,fascite plantar,False,
6702,psoriase articular,False,
6703,respiratório,False,
6704,desenvolvimento cerebral,False,
6705,pelve,False,
6706,risco de fratrura,False,
6707,angramento retal ,False,
6708,Leiomioma do útero,False,
6709,Dor de cabeça ,False,
6710,cisto ovário,False,
6711,sangramento vaginal,False,
6712,Sífilis congênita ,False,
6713,aumento do sono,False,
6714,restrição de sono,False,
6715,lesão cutânea do pé,False,
6716,deficiência de g6pd,False,
6717,daop,False,
6718,pessoa com deficiencia,False,
6719,congestão nasal,False,
6720,dor muscular,False,
6721,Atestado ,False,
6722,lesao em pe´,False,
6723,transtorno mental,False,
6724,abuso,False,
6725,Uso de droga,False,
6726,coceira no olho,False,
6727,sopro cardíaco,False,
6728,genita,False,
6729,nodulo na itreoide,False,
6730,comportamento do adolescente,False,
6731,amamentação ,False,
6732,DPOC,False,
6733,Consulta de rotina,False,
6734,AVC,False,
6735,l11,False,
6736,tricomoniase,False,
6737,dor no dente,False,
6738,perda,False,
6739,líbido,False,
6740,CID D50 Anemia por deficiência de ferro,False,
6741,Fadiga ,False,
6742,MICOSE,False,
6743,infecção urinária recorrente,False,
6744,perda de massa muscular,False,
6745,apneia,False,
6746,queda ,False,
6747,desejo de cirurgia,False,
6748,Alergia,False,
6749,verminose,False,
6750,papulas,False,
6751,exercicios,False,
6752,consulta médica,False,
6753,rompimento de tendão do músculo supraespinhal,False,
6754,fisioterapeuta,False,
6755,alteração na mãe,False,
6756, inflamação no Cóccix,False,
6757,mucocele,False,
6758,Outros exames e investigações especiais de pessoas sem queixa ou diagnóstico relatado,False,
6759,QUEDA DE CABELO,False,
6760,nódulo de mama,False,
6761,TUMOR SEPTO NASAL,False,
6762,febre coriza,False,
6763,Quer fazer exames da rotina,False,
6764,w80,False,
6765,dor em quadril,False,
6766,nervo ulnar,False,
6767,Corpo,False,
6768,Concentração,False,
6769,k95,False,
6770,descarga ,False,
6771,valva tricúspide,False,
6772,Lesão de pele,False,
6773,sequela avc,False,
6774,dislipidemia,False,
6775,agulhamento ,False,
6776,duvidas,False,
6777,alteraçao de glicose,False,
6778,MIOMA,False,
6779,rotura ligamento tornozelo,False,
6780,Golfo,False,
6781,candidiase vaignal,False,
6782,dor evacuar,False,
6783,Febre ,False,
6784,gelladura,False,
6785,hernia abdominal,False,
6786,sintomas,False,
6787,sinais boca,False,
6788,lavagem otologica,False,
6789,sinais e sintomas nas palpebras,False,
6790,abscesso anal,False,
6791,impotenciaa,False,
6792,sentir-se mal,False,
6793,mt perfurada,False,
6794,alopecia,False,
6795,urinar,False,
6796,sangue em fezes,False,
6797,RINS,False,
6798,Febre,False,
6799,amputação,False,
6800,HEMORRAGIA,False,
6801,h86,False,
6802,F13,False,
6803,GRIPE,False,
6804,verrugas anogenitais,False,
6805,Erétil,False,
6806,terçol,False,
6807,coleção subcutaneo,False,
6808,desejo de engravidar,False,
6809,criança ,False,
6810,manutenção de saúde,False,
6811,infecção de vias aéreas superiores,False,
6812,transtorno psicótico,False,
6813,FAMILIAR,False,
6814,dor ao tossir,False,
6815,ma oclusao de arcada dentária,False,
6816,Outros estados pós-cirúrgicos especificados,False,
6817,Roncos,False,
6818,bloqueio de ramo direito,False,
6819,geladura,False,
6820,medo osteoporose,False,
6821,relatorio,False,
6822,L14,False,
6823,dor muito intensa,False,
6824,neurofibromatose,False,
6825,microvarizes,False,
6826,sintomas de menopausa,False,
6827,uso abusivo,False,
6828,menorreia,False,
6829,Gestação não planejada,False,
6830,Carcinoma medular de tireoide,False,
6831,bolsa,False,
6832,neoplasia maligna sistema nervoso central,False,
6833,comportamento ado,False,
6834,dor no halux,False,
6835,COLICA,False,
6836,alteracao renal,False,
6837,E790,False,
6838,depressivos,False,
6839,pré concepção,False,
6840,déficit de visão,False,
6841,pólipo intestino intestinal,False,
6842,Gravidez ,False,
6843,k51,False,
6844,abcesso axilar,False,
6845,diástese,False,
6846,Problemas conjugais,False,
6847,utero,False,
6848,eficas,False,
6849,remédio,False,
6850,bariatrica,False,
6851,obesidade,False,
6852,fala incompreensível,False,
6853,cisto na hipófise,False,
6854,Choro,False,
